               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  73,            0.017252,            0.012046,           0.0047867,             0.85785,              0.9052,             0.88322,             0.74552,            0.012574,            0.007242,            0.010256,           0.0092872,           0.0092872,           0.0092872
                  74,            0.017733,            0.011809,           0.0052557,             0.85254,              0.9045,             0.87115,             0.75592,            0.013246,           0.0072347,            0.011027,           0.0092773,           0.0092773,           0.0092773
                  75,            0.018426,            0.012681,           0.0044783,             0.89781,             0.82343,             0.88886,             0.75122,            0.013336,           0.0075455,            0.013333,           0.0092674,           0.0092674,           0.0092674
                  76,            0.017415,            0.012124,           0.0053757,             0.85476,             0.86819,             0.89426,             0.74472,            0.013595,           0.0076602,           0.0098985,           0.0092575,           0.0092575,           0.0092575
                  77,            0.017867,            0.012496,           0.0050236,             0.91899,              0.8453,             0.89831,             0.75034,            0.012529,           0.0073667,            0.011241,           0.0092476,           0.0092476,           0.0092476
                  78,            0.016976,            0.011862,           0.0039398,             0.91565,             0.90487,             0.90822,             0.74444,            0.012461,           0.0074373,            0.011835,           0.0092377,           0.0092377,           0.0092377
                  79,            0.017258,            0.012501,           0.0051721,               0.896,             0.86112,             0.87222,             0.73407,            0.012324,           0.0070864,             0.01313,           0.0092278,           0.0092278,           0.0092278
                  80,            0.017341,             0.01217,           0.0040135,             0.85088,             0.83967,             0.84961,             0.73283,            0.012811,           0.0070042,            0.013218,           0.0092179,           0.0092179,           0.0092179
                  81,            0.017885,            0.012749,           0.0043805,             0.87807,             0.83892,             0.87793,             0.72281,            0.012659,           0.0074011,            0.011463,            0.009208,            0.009208,            0.009208
                  82,            0.017688,            0.012079,           0.0046056,             0.88466,              0.8824,             0.87966,             0.74255,            0.012532,           0.0074718,           0.0096227,           0.0091981,           0.0091981,           0.0091981
                  83,            0.017359,            0.012071,           0.0043206,             0.87402,              0.9392,             0.91314,             0.76758,            0.012288,           0.0071221,           0.0082904,           0.0091882,           0.0091882,           0.0091882
                  84,            0.017576,            0.011483,           0.0045985,             0.78391,             0.91946,             0.87038,             0.72619,            0.012237,           0.0072137,             0.01036,           0.0091783,           0.0091783,           0.0091783
                  85,            0.017261,            0.012092,            0.004195,             0.81879,             0.91317,              0.8799,              0.7318,            0.012616,           0.0074641,             0.01073,           0.0091684,           0.0091684,           0.0091684
                  86,            0.016866,            0.012158,             0.00461,             0.85071,             0.86861,             0.88471,             0.74919,            0.012517,           0.0070858,            0.013522,           0.0091585,           0.0091585,           0.0091585
                  87,            0.016689,            0.012275,           0.0043542,             0.79743,             0.82295,             0.85165,             0.73401,            0.012275,           0.0074829,            0.013109,           0.0091486,           0.0091486,           0.0091486
                  88,            0.017108,            0.011594,           0.0041421,             0.80015,             0.87238,             0.84905,             0.72227,            0.012939,           0.0074959,            0.013395,           0.0091387,           0.0091387,           0.0091387
                  89,            0.016983,            0.011998,           0.0050062,             0.83369,             0.88747,             0.85838,             0.69943,            0.013663,           0.0079033,            0.014021,           0.0091288,           0.0091288,           0.0091288
                  90,            0.017225,            0.012244,           0.0043128,              0.8113,             0.84846,             0.85758,             0.72552,            0.012083,           0.0076665,            0.015099,           0.0091189,           0.0091189,           0.0091189
                  91,            0.016102,            0.011558,           0.0049209,             0.90037,             0.87098,             0.87282,             0.74808,             0.01177,           0.0072605,            0.012548,            0.009109,            0.009109,            0.009109
                  92,            0.016468,            0.012356,           0.0048474,             0.92454,             0.87598,             0.90951,             0.77286,            0.012034,            0.007076,            0.009668,           0.0090991,           0.0090991,           0.0090991
                  93,            0.017225,            0.011761,           0.0044925,             0.90189,             0.88789,             0.89167,             0.73334,            0.012089,            0.007574,            0.010223,           0.0090892,           0.0090892,           0.0090892
                  94,            0.017073,            0.012202,           0.0041273,             0.88156,             0.89863,             0.89658,             0.76509,            0.011787,            0.007302,             0.01167,           0.0090793,           0.0090793,           0.0090793
                  95,            0.016335,            0.011394,           0.0038149,              0.9003,             0.87204,             0.88658,             0.75874,            0.011888,           0.0069148,            0.012371,           0.0090694,           0.0090694,           0.0090694
                  96,            0.016776,            0.011923,            0.003758,             0.89668,             0.91768,             0.91378,             0.78061,            0.011715,           0.0068645,           0.0096751,           0.0090595,           0.0090595,           0.0090595
                  97,            0.016306,            0.011515,           0.0044486,             0.89374,             0.88048,             0.91381,             0.78422,            0.011447,           0.0069639,           0.0091138,           0.0090496,           0.0090496,           0.0090496
                  98,              0.0171,            0.011543,           0.0047251,             0.77519,             0.82549,             0.84208,             0.72969,            0.012691,           0.0076671,            0.011832,           0.0090397,           0.0090397,           0.0090397
                  99,            0.017108,            0.011894,           0.0037722,             0.81576,             0.88967,             0.89006,             0.74977,            0.011746,           0.0072055,           0.0085352,           0.0090298,           0.0090298,           0.0090298
                 100,            0.016129,            0.011579,            0.004176,             0.89678,             0.88165,             0.89937,             0.74934,            0.011813,           0.0072886,           0.0092296,           0.0090199,           0.0090199,           0.0090199
                 101,            0.016316,            0.011644,           0.0041696,             0.90225,             0.88535,             0.90141,             0.76778,             0.01238,           0.0071412,           0.0099756,             0.00901,             0.00901,             0.00901
                 102,            0.016293,            0.012111,           0.0039526,             0.90012,             0.89181,              0.9125,              0.7836,            0.011755,           0.0068207,           0.0094914,           0.0090001,           0.0090001,           0.0090001
                 103,            0.015852,            0.011315,           0.0032096,             0.94372,             0.91407,             0.93679,             0.79183,            0.011936,           0.0069495,            0.008747,           0.0089902,           0.0089902,           0.0089902
                 104,            0.017127,            0.011728,           0.0043515,             0.89466,             0.86792,             0.90228,             0.74832,            0.011927,           0.0071505,            0.011105,           0.0089803,           0.0089803,           0.0089803
                 105,            0.016733,            0.011145,           0.0041388,             0.89414,             0.88782,             0.91488,              0.7701,            0.012096,            0.007192,           0.0089349,           0.0089704,           0.0089704,           0.0089704
                 106,            0.016051,              0.0118,           0.0037384,             0.87872,             0.88452,             0.89146,             0.75088,            0.012063,           0.0070142,            0.010419,           0.0089605,           0.0089605,           0.0089605
                 107,            0.015716,            0.010995,           0.0037016,             0.89691,             0.86657,             0.87414,             0.75886,            0.011707,           0.0070246,            0.010926,           0.0089506,           0.0089506,           0.0089506
                 108,            0.016518,            0.011458,           0.0040425,             0.84695,             0.90818,             0.89995,             0.76632,             0.01149,           0.0073202,            0.012379,           0.0089407,           0.0089407,           0.0089407
                 109,            0.015634,            0.011061,           0.0037398,             0.87848,             0.88341,             0.87884,             0.74047,            0.012058,           0.0073107,            0.011382,           0.0089308,           0.0089308,           0.0089308
                 110,            0.016029,            0.011163,           0.0031262,             0.93942,             0.85434,             0.88999,             0.76214,            0.011716,            0.007054,            0.012455,           0.0089209,           0.0089209,           0.0089209
                 111,            0.016252,            0.011319,           0.0037519,             0.87909,             0.86436,             0.87503,             0.75629,            0.011242,           0.0068805,            0.012693,            0.008911,            0.008911,            0.008911
                 112,            0.015911,            0.011495,           0.0037811,             0.89419,             0.86296,              0.8777,             0.77327,            0.011277,            0.007117,            0.012801,           0.0089011,           0.0089011,           0.0089011
                 113,            0.016558,            0.011601,           0.0031411,              0.8585,             0.87729,             0.89378,             0.78024,            0.011322,           0.0070256,            0.011865,           0.0088912,           0.0088912,           0.0088912
                 114,             0.01603,            0.011471,           0.0039023,             0.92922,             0.89208,             0.89665,              0.7688,            0.011587,           0.0069738,            0.011811,           0.0088813,           0.0088813,           0.0088813
                 115,            0.015798,            0.012083,           0.0038368,             0.88629,              0.8807,               0.898,             0.76127,            0.012119,           0.0072747,            0.010229,           0.0088714,           0.0088714,           0.0088714
                 116,            0.015118,            0.011128,           0.0033398,             0.87937,             0.84276,             0.85645,             0.71792,            0.011763,           0.0074381,            0.013345,           0.0088615,           0.0088615,           0.0088615
                 117,            0.016999,            0.011969,           0.0034575,              0.8884,             0.85922,              0.8788,             0.74558,            0.011516,           0.0069818,            0.013094,           0.0088516,           0.0088516,           0.0088516
                 118,            0.016394,            0.011407,           0.0033578,              0.8782,             0.85103,             0.87875,             0.73699,            0.012551,           0.0074206,            0.012552,           0.0088417,           0.0088417,           0.0088417
                 119,            0.016022,            0.011404,           0.0036716,             0.87316,             0.83041,             0.87118,             0.74948,            0.011414,           0.0070043,            0.013896,           0.0088318,           0.0088318,           0.0088318
                 120,             0.01476,            0.011132,            0.003339,             0.89519,             0.82501,             0.88404,             0.76889,            0.011065,           0.0067019,            0.013437,           0.0088219,           0.0088219,           0.0088219
                 121,            0.015217,            0.011087,           0.0028823,             0.92055,             0.84232,             0.88354,             0.76322,            0.011503,           0.0070902,            0.012564,            0.008812,            0.008812,            0.008812
                 122,            0.015413,            0.010972,            0.003609,             0.86654,             0.88551,             0.88789,             0.76899,             0.01129,           0.0068079,            0.011401,           0.0088021,           0.0088021,           0.0088021
                 123,            0.015264,            0.011027,           0.0028233,             0.88329,             0.85499,              0.8717,             0.75477,            0.011303,           0.0070036,            0.012855,           0.0087922,           0.0087922,           0.0087922
                 124,            0.015542,            0.010957,           0.0037625,              0.9194,             0.86357,             0.89045,             0.76984,            0.011696,           0.0070532,            0.011809,           0.0087823,           0.0087823,           0.0087823
                 125,            0.015274,            0.011015,           0.0032918,             0.90924,               0.855,             0.90247,             0.77017,            0.011636,           0.0071964,            0.010571,           0.0087724,           0.0087724,           0.0087724
                 126,            0.016226,            0.011091,           0.0033446,              0.8956,             0.89258,             0.91062,             0.77335,            0.011673,           0.0069579,            0.010665,           0.0087625,           0.0087625,           0.0087625
                 127,            0.015391,            0.011154,           0.0031978,             0.91216,             0.89549,             0.91585,             0.78213,            0.011492,           0.0068094,            0.011706,           0.0087526,           0.0087526,           0.0087526
